cycle,concept_error,concept_stability,concept_dim,self_model_accuracy,meta_triggered,num_goals,goal_stability,revisit_bias
42,0.25537670139560675,0.9997950383710874,4,0.8372093023255814,0,0,0,0.09544731720868675
43,0.2627390653680579,0.9997796326179769,4,0.8409090909090909,0,0,0,0.0967185605979777
44,0.26405718836024594,0.9997845596932614,4,0.8444444444444444,0,0,0,0.09589910116971356
45,0.26226760066894916,0.9998014347720097,4,0.8478260869565217,0,0,0,0.09639042463582194
46,0.2683451791551009,0.9998203830863919,4,0.851063829787234,0,0,0,0.09579724985379681
47,0.2585031866300874,0.9998170795093372,4,0.8541666666666666,0,0,0,0.09619173099382927
48,0.25396111567701557,0.9998261950594455,4,0.8571428571428571,0,0,0,0.09634251758725908
49,0.2500252228537243,0.9998135477351483,4,0.86,0,0,0,0.09669014536784959
50,0.2637915361660093,0.9997965303197902,4,0.8627450980392157,0,0,0,0.09635832283983488
51,0.26293661474723556,0.9997924919285975,4,0.8653846153846154,0,0,0,0.09729540044479512
52,0.25702706960611377,0.9997983232926068,4,0.8679245283018868,0,0,0,0.09627749890090355
53,0.25379182827998475,0.9997945738824066,4,0.8703703703703703,0,0,0,0.0965702683899044
54,0.2593308893519936,0.9997792604709577,4,0.8727272727272727,0,0,0,0.09796119254748872
55,0.2426609244400787,0.9997704947040256,4,0.875,0,0,0,0.09695622485166318
56,0.24267136847427168,0.9997728933572545,4,0.8771929824561403,0,0,0,0.1
57,0.25786712236596737,0.9997736059882709,4,0.8793103448275862,0,0,0,0.09769823935497528
58,0.25280753219942464,0.9997711327796842,4,0.8813559322033898,0,0,0,0.1
59,0.2513532537636838,0.9998012998760507,4,0.8833333333333333,0,0,0,0.1
60,0.25927401300964076,0.9997813683595927,4,0.8852459016393442,0,0,0,0.09643713974319405
61,0.2544343281621134,0.9997669966195578,4,0.8870967741935484,0,0,0,0.09714641847160131
62,0.24240783149672746,0.9997966497467702,4,0.8888888888888888,0,0,0,0.09783952488615393
63,0.2544127693037073,0.9998041669233413,4,0.890625,0,0,0,0.09697965259852682
64,0.25895999339383313,0.9998041962509282,4,0.8923076923076924,0,0,0,0.1
65,0.25149122661576684,0.999792083965826,4,0.8939393939393939,0,0,0,0.09818413897831826
66,0.2565729008037811,0.9997787091905664,4,0.8955223880597015,0,0,0,0.09757227192341866
67,0.2528150165321504,0.9997761949168543,4,0.8970588235294118,0,0,0,0.09739428242048455
68,0.2640697299522142,0.9997659864550392,4,0.8985507246376812,0,0,0,0.0973592275502371
69,0.24890356061106134,0.9997740443079031,4,0.9,0,0,0,0.1
70,0.25208060094140095,0.9997851402631232,4,0.9014084507042254,0,0,0,0.1
71,0.25554608740898643,0.9997934854720645,4,0.9027777777777778,0,0,0,0.1
72,0.2559835337686032,0.9997862955131279,4,0.9041095890410958,0,0,0,0.1
73,0.2463332083536361,0.9997875346984727,4,0.9054054054054054,0,0,0,0.1
74,0.23846230194054416,0.999807461621962,4,0.9066666666666666,0,0,0,0.09755597741225064
75,0.25676148816795774,0.9998161907271385,4,0.9078947368421053,0,0,0,0.09750631109803627
76,0.2511536378995156,0.999806139555942,4,0.9090909090909091,0,0,0,0.09777810732695487
77,0.25057802932975937,0.999787682541098,4,0.9102564102564102,0,0,0,0.0971169253810714
78,0.2581493310724107,0.9997991057532767,4,0.9113924050632911,0,0,0,0.0977922838764452
79,0.25688449193476337,0.9997743971349224,4,0.9125,0,0,0,0.09737654770467503
80,0.2602583649344826,0.9997780125738621,4,0.9135802469135802,0,0,0,0.09767798097349019
81,0.26526901482105414,0.9998044676281581,4,0.9146341463414634,0,0,0,0.0976586319089286
82,0.25368898866163875,0.9998089171402937,4,0.9156626506024096,0,0,0,0.0975365592558179
83,0.24703381344817632,0.9997953742947755,4,0.9166666666666666,0,0,0,0.09750041201818654
84,0.2523833766122996,0.999800179337432,4,0.9176470588235294,0,0,0,0.09709717415727455
85,0.25569120283791535,0.9998054917553502,4,0.9186046511627907,0,0,0,0.09733637890066076
86,0.23912801323357474,0.9998208972006486,4,0.9195402298850575,0,0,0,0.09801178199056632
87,0.2552660739924184,0.9998274262290664,4,0.9204545454545454,0,0,0,0.09790876663592916
88,0.25851404152088514,0.9998269995104904,4,0.9213483146067416,0,0,0,0.0978808424691846
89,0.2414009654389671,0.9998221934479037,4,0.9222222222222223,0,0,0,0.0976166549022191
90,0.23972426656012802,0.9997980645108528,4,0.9230769230769231,0,0,0,0.09647292263802505
91,0.2578066594263193,0.999801005915877,4,0.9239130434782609,0,0,0,0.09796779390035354
92,0.2437624127366924,0.9997859540938292,4,0.9247311827956989,0,0,0,0.09703682001365249
93,0.24081016628483246,0.9997824147786188,4,0.925531914893617,0,0,0,0.09730679734883027
94,0.2341185642636393,0.9997821200381691,4,0.9263157894736842,0,0,0,0.09661625906337816
95,0.24628755630116647,0.9997732583244946,4,0.9270833333333334,0,0,0,0.09769636423743781
96,0.25058259872302613,0.999782038809251,4,0.9278350515463918,0,0,0,0.09715076302142008
97,0.2470809625976729,0.999800904258968,4,0.9285714285714286,0,0,0,0.09815393922066368
98,0.22991375681174425,0.9998023066924783,4,0.9292929292929293,0,0,0,0.09777812591798524
99,0.25197903427594825,0.9998090447029607,4,0.93,0,0,0,0.09772979108561114
100,0.24603515666702397,0.9989089620223477,4,0.9207920792079208,0,0,0,0.08588892839785223
101,0.2489622865542403,0.9981568284215793,4,0.9117647058823529,0,0,0,0.08522675347426491
102,0.23999885246724184,0.9973530526700916,4,0.9029126213592233,0,0,0,0.08601076663133274
103,0.2501734805112403,0.9967895718340124,4,0.8942307692307693,0,0,0,0.08648836078277619
104,0.24822323763385587,0.9960688247114571,4,0.8857142857142857,0,0,0,0.08590972840958531
105,0.24835976008592908,0.9957025115672289,4,0.8773584905660378,0,0,0,0.08609134474543634
106,0.2510935171977615,0.9953547824108928,4,0.8691588785046729,0,0,0,0.0868373950221368
107,0.23796157769380677,0.9949555958555927,4,0.8611111111111112,0,0,0,0.08602562249529064
108,0.23950921987063392,0.9947995692398797,4,0.8532110091743119,0,0,0,0.08700778643900281
109,0.24338017875566603,0.9947792226148013,4,0.8454545454545455,0,0,0,0.08692222196698769
110,0.24815195233736362,0.994988917680628,4,0.8378378378378378,0,0,0,0.08610891071676416
111,0.251978343473983,0.9949893978564324,4,0.8303571428571429,0,0,0,0.08569217165383075
112,0.24553801113197965,0.9954224159034738,4,0.8230088495575221,0,0,0,0.08669119726816082
113,0.24305578756604437,0.995670155042949,4,0.8157894736842105,0,0,0,0.08591348371957278
114,0.24995724498499305,0.9960909536246857,4,0.808695652173913,0,0,0,0.08698125457837594
115,0.24465375491475183,0.9967270065389885,4,0.8017241379310345,0,0,0,0.08601803554610929
116,0.23118144575778,0.9972972798683972,4,0.7948717948717948,0,0,0,0.08596858100399524
117,0.24233581958095524,0.9980363016740245,4,0.788135593220339,0,0,0,0.08566644490949762
118,0.22865833276460293,0.9990560968209903,4,0.7815126050420168,0,0,0,0.08619746700696415
119,0.24622351804954754,0.9997824466314906,4,0.775,0,0,0,0.08626088490857156
120,0.24279493402379992,0.9997786899231061,4,0.768595041322314,0,0,0,0.0866821519721207
121,0.2515035155610835,0.9997832093104814,4,0.7622950819672131,0,0,0,0.08593566600864841
122,0.25043254229924494,0.999784618123397,4,0.7560975609756098,0,0,0,0.08765432845903182
123,0.24864858851730334,0.9997804134259796,4,0.75,0,0,0,0.08725703939774561
124,0.23010343291984983,0.9998009305080187,4,0.744,0,0,0,0.08654503247725677
125,0.24424074763702225,0.9998027832577013,4,0.7380952380952381,0,0,0,0.08608902148843613
126,0.24857828315321737,0.9997863125545197,4,0.7322834645669292,0,0,0,0.08645413825111486
127,0.24715502741975548,0.9998205135405545,4,0.7265625,0,0,0,0.08613809049774424
128,0.23511884275289016,0.9998176557518041,4,0.7209302325581395,0,0,0,0.08649022755505986
129,0.23488652556582637,0.9998033643463241,4,0.7153846153846154,0,0,0,0.08629531835292613
130,0.2443842480255003,0.9998311356507207,4,0.7099236641221374,0,0,0,0.08666012806573477
131,0.2371304758557407,0.9997803409112311,4,0.7045454545454546,0,0,0,0.08641673020654202
132,0.2505244405920747,0.9997818186306502,4,0.6992481203007519,0,0,0,0.08629133621123425
133,0.23795152285920457,0.999768311486825,4,0.6940298507462687,0,0,0,0.08635919638317435
134,0.23619384765829543,0.999760173204569,4,0.6888888888888889,0,0,0,0.08645670935576495
135,0.23727417003385765,0.9997673830086206,4,0.6838235294117647,0,0,0,0.08695256994794241
136,0.2389090787568896,0.9997700995416519,4,0.6788321167883211,0,0,0,0.08658465619535628
137,0.24148168690421307,0.9997699665841349,4,0.6811594202898551,0,0,0,0.08690261744293026
138,0.236670745352495,0.9997636470430599,4,0.6834532374100719,0,0,0,0.08712163099221844
139,0.24879251691227858,0.9997614053996198,4,0.6857142857142857,0,0,0,0.0857065442859094
140,0.23551419708781549,0.9997584630957967,4,0.6879432624113475,0,0,0,0.08611945552357456
141,0.23981405491807856,0.9997602986402212,4,0.6901408450704225,0,0,0,0.08652355753121743
142,0.24421600225235357,0.999758156933424,4,0.6923076923076923,0,0,0,0.0863559441518677
143,0.24470010123705455,0.9997419628986701,4,0.6944444444444444,0,0,0,0.08616816066511293
144,0.2272142878356371,0.9997458328375531,4,0.696551724137931,0,0,0,0.08669881652036282
145,0.23674598365726254,0.9997503414951722,4,0.6986301369863014,0,0,0,0.08607833554245015
146,0.24038421427882745,0.999776534964285,4,0.7006802721088435,0,0,0,0.08743066493395503
147,0.23899002137165937,0.9997793202386688,4,0.7027027027027027,0,0,0,0.08726684403421468
148,0.23475380107579738,0.9997805143317434,4,0.7046979865771812,0,0,0,0.08636131521183792
149,0.227736573903699,0.9997931582954581,4,0.7066666666666667,0,0,0,0.08597142212133654
150,0.23699355648148515,0.9997890378397641,4,0.7086092715231788,0,0,0,0.08666149891120604
151,0.24932103363755026,0.9998549865774681,4,0.7105263157894737,0,0,0,0.08582405050497342
152,0.2405714152013526,0.9998643179422181,4,0.7124183006535948,0,0,0,0.0864868832368685
153,0.2528793983028213,0.9998540800037375,4,0.7142857142857143,0,0,0,0.08633778935150192
154,0.2465522240171239,0.999865057023727,4,0.7161290322580646,0,0,0,0.08722340052691371
155,0.24203964540082995,0.9998712088487847,4,0.717948717948718,0,0,0,0.08652625250791926
156,0.23618276543541084,0.999847972351332,4,0.7197452229299363,0,0,0,0.08588573977489233
157,0.23078834845047858,0.999837149907182,4,0.7215189873417721,0,0,0,0.08674423332873364
158,0.24354896311571944,0.99983406231738,4,0.7232704402515723,0,0,0,0.08662734494720287
159,0.2387572859303065,0.9998221558597369,4,0.725,0,0,0,0.08603234837496437
160,0.24598702650132254,0.999821434205485,4,0.7267080745341615,0,0,0,0.08666603265976883
161,0.22813595718870702,0.9997887384408419,4,0.7283950617283951,0,0,0,0.08598850831911073
162,0.2432264667329314,0.9997785302494444,4,0.7300613496932515,0,0,0,0.08638636608818229
163,0.24078368512124917,0.9998031059969086,4,0.7317073170731707,0,0,0,0.08605436698655744
164,0.23644498156146598,0.9998045328573352,4,0.7333333333333333,0,0,0,0.08629241548047324
165,0.2405239376919186,0.9997915827591081,4,0.7349397590361446,0,0,0,0.08690098081383683
166,0.22466344100912677,0.9997924714500629,4,0.7365269461077845,0,0,0,0.08652777504200489
167,0.23297678311391765,0.9997708347477586,4,0.7380952380952381,0,0,0,0.08582601854945769
168,0.23158455181451812,0.9997495347808644,4,0.7396449704142012,0,0,0,0.08756041635377733
169,0.2348879220882416,0.9997466699031655,4,0.7411764705882353,0,0,0,0.08633893797487154
170,0.23621110721061264,0.9997294732669679,4,0.7426900584795322,0,0,0,0.08621569144400426
171,0.23605632568401544,0.9997412960792755,4,0.7441860465116279,0,0,0,0.08598809481970715
172,0.23995946616782787,0.9997557879683293,4,0.7456647398843931,0,0,0,0.08651001288035493
173,0.24082252117987085,0.999734218852274,4,0.7471264367816092,0,0,0,0.08574819016499083
174,0.23112917043600306,0.9997152638469324,4,0.7485714285714286,0,0,0,0.08664090039824078
175,0.2352659251228807,0.9997180083931039,4,0.75,0,0,0,0.08629835320001075
176,0.23623316878128178,0.9997142575372099,4,0.751412429378531,0,0,0,0.08531942088763364
177,0.22845708761265887,0.9997241517364226,4,0.7528089887640449,0,0,0,0.0857671639128835
178,0.2270909260801608,0.9997244011410898,4,0.7541899441340782,0,0,0,0.08643663627553794
179,0.229703306530182,0.9997328234666546,4,0.7555555555555555,0,0,0,0.08671809591891669
180,0.23241637180683172,0.9997330289972146,4,0.7569060773480663,0,0,0,0.08708578572504048
181,0.23281014444940654,0.9997589797437836,4,0.7582417582417582,0,0,0,0.0856524529459955
182,0.22162523843495907,0.999777570768423,4,0.7595628415300546,0,0,0,0.08630336457819447
183,0.22315051819202752,0.9997773709021391,4,0.7608695652173914,0,0,0,0.08631738102954989
184,0.22787597769757997,0.9997665117054841,4,0.7621621621621621,0,0,0,0.08518384645697387
185,0.23144345278037426,0.9997723929439742,4,0.7634408602150538,0,0,0,0.08685058074419952
186,0.243160524762992,0.9997707130782941,4,0.7647058823529411,0,0,0,0.08611613131828769
187,0.22995445792258334,0.9997920716051064,4,0.7659574468085106,0,0,0,0.08733517858508778
188,0.24178241114745652,0.9997825953284356,4,0.7671957671957672,0,0,0,0.08647013635870998
189,0.23208956925273022,0.9997647049211923,4,0.7684210526315789,0,0,0,0.08618686768827988
190,0.23152827992091218,0.999789795058109,4,0.7696335078534031,0,0,0,0.0875588872748316
191,0.23059554298823587,0.9997812104219572,4,0.7708333333333334,0,0,0,0.08705377327371841
192,0.23190715294464337,0.9997667863040637,4,0.772020725388601,0,0,0,0.08645907216601778
193,0.23354688048873076,0.9997769069106973,4,0.7731958762886598,0,0,0,0.08683307227166692
194,0.22720749644156205,0.9997988493742587,4,0.7743589743589744,0,0,0,0.08655502045754118
195,0.23654047089591163,0.9997936811603215,4,0.7755102040816326,0,0,0,0.08615005965074904
196,0.23123550999103798,0.9998044031457489,4,0.7766497461928934,0,0,0,0.08723344140068616
197,0.23382124822904116,0.9998055981733025,4,0.7777777777777778,0,0,0,0.08594674649835042
198,0.23231071615551613,0.9998113451710199,4,0.7788944723618091,0,0,0,0.08665200065273704
199,0.22769862762093235,0.9998164609169563,4,0.78,0,0,0,0.08696900959213423
200,0.2298574879079447,0.998993578919455,4,0.7761194029850746,0,0,0,0.09805359104014544
201,0.2167072925296047,0.998108960491694,4,0.7722772277227723,0,0,0,0.09720449827973006
202,0.23892311000535077,0.997390165680994,4,0.7684729064039408,0,0,0,0.09737727083464881
203,0.2318484585125375,0.9969324164036947,4,0.7647058823529411,0,0,0,0.09733983058889574
204,0.23607208912304717,0.9963266127124566,4,0.7609756097560976,0,0,0,0.09712585419582115
205,0.22959405409284853,0.9959810174578938,4,0.7572815533980582,0,0,0,0.09763811489463979
206,0.2374593196918797,0.9955760395300195,4,0.7536231884057971,0,0,0,0.0973488203334485
207,0.23368189918158927,0.9951857038874549,4,0.75,0,0,0,0.09748047624505879
208,0.23175426890586226,0.9952590262986383,4,0.7464114832535885,0,0,0,0.09792359962870022
209,0.2457091070640049,0.9952820806707725,4,0.7428571428571429,0,0,0,0.0972805350435871
210,0.22767506973541632,0.995437527063642,4,0.7393364928909952,0,0,0,0.09786902129159442
211,0.2361761881809293,0.995498278715344,4,0.7358490566037735,0,0,0,0.09686136515530108
212,0.21112188083731664,0.9958653352365268,4,0.7323943661971831,0,0,0,0.09737863901423342
213,0.23259319185831312,0.9960534644484065,4,0.7289719626168224,0,0,0,0.09691958166801953
214,0.2232946301994245,0.9963696205305413,4,0.7255813953488373,0,0,0,0.09680224162156974
215,0.22297469426274533,0.9968547925902045,4,0.7222222222222222,0,0,0,0.09730857010454896
216,0.2373192675630688,0.9974230115487424,4,0.7188940092165899,0,0,0,0.09741425900619471
217,0.24390235368104674,0.9982001235790195,4,0.7155963302752294,0,0,0,0.09664769714039279
218,0.24237346909663732,0.9989202721240694,4,0.7123287671232876,0,0,0,0.0972271944457897
219,0.22484869960796977,0.9997456838542859,4,0.7090909090909091,0,0,0,0.09799336842592508
220,0.23539730440436574,0.9997447790470398,4,0.7058823529411765,0,0,0,0.09773133067041309
221,0.23007635300554727,0.9997402115579939,4,0.7027027027027027,0,0,0,0.0969035113821536
222,0.23263247885120356,0.9997379010236676,4,0.6995515695067265,0,0,0,0.09697874582974474
223,0.22681845330194572,0.9997173382290264,4,0.6964285714285714,0,0,0,0.09738859402284636
224,0.23069002765774288,0.9997220947560884,4,0.6933333333333334,0,0,0,0.0977099452153996
225,0.23158467642107242,0.9997027575594924,4,0.6946902654867256,0,0,0,0.09768029136663084
226,0.24445564942415549,0.9997129017155957,4,0.6960352422907489,0,0,0,0.09774442867658478
227,0.23075189378597527,0.9997234320405906,4,0.6973684210526315,0,0,0,0.09784236529946487
228,0.2323347299571944,0.9997372184931267,4,0.6986899563318777,0,0,0,0.09742506400678586
229,0.23135452709690502,0.9997359636442916,4,0.7,0,0,0,0.09668525632882702
230,0.23814720001127837,0.9997294951624235,4,0.7012987012987013,0,0,0,0.09744353001449274
231,0.22755320079306612,0.9997166025222533,4,0.7025862068965517,0,0,0,0.09734678463343002
232,0.23624791411847332,0.9997164174269719,4,0.703862660944206,0,0,0,0.0976715424860139
233,0.22757924434521454,0.9997304815236062,4,0.7051282051282052,0,0,0,0.09771426776194089
234,0.23069195769971662,0.999749976518213,4,0.7063829787234043,0,0,0,0.09816613701750461
235,0.24000247471864622,0.9997886502467319,4,0.7076271186440678,0,0,0,0.09778053713551131
236,0.2256364488155283,0.9998017151628891,4,0.7088607594936709,0,0,0,0.09720549250129987
237,0.21804527894459727,0.999800267613917,4,0.7100840336134454,0,0,0,0.09854206367874224
238,0.22954333772463498,0.9997913725615152,4,0.7112970711297071,0,0,0,0.09729808753353347
239,0.21554259539686524,0.9997913912846824,4,0.7125,0,0,0,0.09737177621880899
240,0.22916026170679904,0.9997905840130635,4,0.7136929460580913,0,0,0,0.09777413557555138
241,0.2379399523811328,0.9997812211855533,4,0.7148760330578512,0,0,0,0.09780933291941833
242,0.24332904884071122,0.9997847713796886,4,0.7160493827160493,1,0,0,0.09724899617024213
243,0.21903120852839614,0.9998107866951635,4,0.7172131147540983,1,0,0,0.09724771896324576
244,0.2301980541809922,0.9998128074273946,4,0.7183673469387755,1,0,0,0.09751806300994598
245,0.22490232939932586,0.9998318307369713,4,0.7195121951219512,1,0,0,0.09778568053068909
246,0.2157071820754387,0.9998402122148038,4,0.7206477732793523,1,0,0,0.09700483727311293
247,0.23394727909711055,0.9998402770177206,4,0.7217741935483871,1,0,0,0.09825415005716837
248,0.2343500396708232,0.9998209679116449,4,0.7228915662650602,1,0,0,0.09699864489435525
249,0.2453320899182017,0.9998243416542278,4,0.724,1,0,0,0.09766629894858886
250,0.211823192271392,0.9998142740729665,4,0.7250996015936255,1,0,0,0.09765921683002624
251,0.21608609445191318,0.9998389727753678,4,0.7261904761904762,1,0,0,0.09684704316217427
252,0.22171772513999308,0.9998372709014228,4,0.7272727272727273,1,0,0,0.09728171931537063
253,0.21952620139282547,0.9997988633539762,4,0.7283464566929134,1,0,0,0.09698388265817252
254,0.22676649526157316,0.999812293794855,4,0.7294117647058823,1,0,0,0.09741429800317376
255,0.23230740021303983,0.9997945118450016,4,0.73046875,1,0,0,0.09681082105191653
256,0.21916871565577728,0.9997987379094874,4,0.7315175097276264,1,0,0,0.09772746633260823
257,0.22646071731348227,0.9997870982436872,4,0.7325581395348837,1,0,0,0.09714487208231709
258,0.22518571074926652,0.9997884648633764,4,0.7335907335907336,1,0,0,0.09734179011092071
259,0.22959144822112748,0.9997897513226491,4,0.7346153846153847,1,0,0,0.0965183809786715
260,0.22244872728679888,0.9997872740803113,4,0.735632183908046,1,0,0,0.09733327478582977
261,0.22622063229277217,0.9997988612764042,4,0.7366412213740458,1,0,0,0.0977680293314202
262,0.22700533770528877,0.9997840607014328,4,0.7376425855513308,1,0,0,0.09749232141453966
263,0.22667726310286712,0.999793434406752,4,0.7386363636363636,1,0,0,0.09783040709018309
264,0.2269540866905377,0.9997906593241621,4,0.7396226415094339,1,0,0,0.09738423165384362
265,0.22993778364117728,0.9997909938124514,4,0.7406015037593985,1,0,0,0.09759359750086836
266,0.23360052216126742,0.9997909568490286,4,0.7415730337078652,1,0,0,0.09769128203216232
267,0.2262750647424917,0.9997879704145841,4,0.7425373134328358,1,0,0,0.09754811720109578
268,0.2362178761790003,0.9997897272664178,4,0.7434944237918215,1,0,0,0.09798416054926988
269,0.22530239789451234,0.9997866359999507,4,0.7444444444444445,1,0,0,0.09724724888374718
270,0.2364540704371229,0.9997848402048908,4,0.7453874538745388,1,0,0,0.09728792179834289
271,0.23348181619668854,0.9997863843644721,4,0.7463235294117647,1,0,0,0.09756585803443546
272,0.22391631503564197,0.999791104269291,4,0.7472527472527473,1,0,0,0.0977800834809181
273,0.22736832047084443,0.9998259303112951,4,0.7481751824817519,1,0,0,0.09764975543243451
274,0.21651839586097382,0.9998033664992427,4,0.7490909090909091,1,0,0,0.09756640975212867
275,0.22101787537234596,0.999798793719699,4,0.75,1,0,0,0.09797005200308087
276,0.21103476164713497,0.9997989091015781,4,0.7509025270758123,1,0,0,0.09824165126187835
277,0.2206819392612246,0.9998193495562062,4,0.7517985611510791,1,0,0,0.09814377246683977
278,0.22137016925620112,0.9998279538255791,4,0.7526881720430108,1,0,0,0.09783917132848803
279,0.2169807687724546,0.9998250398043895,4,0.7535714285714286,1,0,0,0.09813243669481882
280,0.23431782212359625,0.9998241545373557,4,0.7544483985765125,1,0,0,0.09749753766923713
281,0.21789935792942383,0.9998177573518591,4,0.7553191489361702,1,0,0,0.09723112079357397
282,0.2179617124217862,0.999826762057235,4,0.7561837455830389,1,0,0,0.09784092307591069
283,0.22882359695812354,0.9998162589250152,4,0.7570422535211268,1,0,0,0.09757109367898581
284,0.2383266989676195,0.9998189879140698,4,0.7578947368421053,1,0,0,0.09743412614592278
285,0.21725720064553455,0.9998200787733981,4,0.7587412587412588,1,0,0,0.09725337011738247
286,0.21965940838244308,0.9998137614129404,4,0.759581881533101,1,0,0,0.0979286292345482
287,0.22197211495976066,0.9997975112381668,4,0.7604166666666666,1,0,0,0.09659934337674622
288,0.21488824378171575,0.9998036089705197,4,0.7612456747404844,1,0,0,0.09805037770256361
289,0.22021273125917945,0.99981183641905,4,0.7620689655172413,1,0,0,0.09719240303336657
290,0.2287084779039343,0.9998272977489944,4,0.7628865979381443,1,0,0,0.097205680973171
291,0.23031473324313834,0.9998308919760761,4,0.7636986301369864,1,0,0,0.09745864437226931
292,0.22423929834327172,0.99982857461966,4,0.764505119453925,1,0,0,0.09766203304090175
293,0.2206824320568088,0.9998243843649981,4,0.7653061224489796,1,0,0,0.0974948687954731
294,0.22119961529706328,0.9998562929494759,4,0.7661016949152543,1,0,0,0.09845002555047883
295,0.22601132340368066,0.999859516769907,4,0.7668918918918919,1,0,0,0.09793493243689216
296,0.22308438533566516,0.9998601558256517,4,0.7676767676767676,1,0,0,0.09656810372580414
297,0.224666640679685,0.999831322061243,4,0.7684563758389261,1,0,0,0.09707925068895362
298,0.22024608562151188,0.9998326259197465,4,0.7692307692307693,1,0,0,0.09792561459084255
299,0.21925049056119497,0.9998242477429419,4,0.77,1,0,0,0.09736109171224157
300,0.22610423394242832,0.9989145062209441,4,0.7674418604651163,1,0,0,0.08572683557246165
301,0.22864153673887075,0.9981749170340947,4,0.7649006622516556,1,0,0,0.08730055013108927
302,0.21099455091289432,0.9972327655532203,4,0.7623762376237624,1,0,0,0.0859592073082423
303,0.21218722906875148,0.9965079719028267,4,0.7598684210526315,1,0,0,0.08699040310409675
304,0.21725345430163734,0.9959240985684322,4,0.7573770491803279,1,0,0,0.0860255430531389
305,0.21966682770746387,0.9956522781198558,4,0.7549019607843137,1,0,0,0.08563306948657706
306,0.21659079894487998,0.9952804152067956,4,0.752442996742671,1,0,0,0.08651229126697546
307,0.21642255337508418,0.9951001068144595,4,0.75,1,0,0,0.08673573854388089
308,0.22123487687003401,0.9948760592932634,4,0.7475728155339806,1,0,0,0.08650242017376236
309,0.22931642468691024,0.9947346951616269,4,0.7451612903225806,1,0,0,0.08715310825229755
310,0.22150122794611815,0.994923132403143,4,0.7427652733118971,1,0,0,0.08609121139207095
311,0.21740392535854067,0.9950961492655492,4,0.7403846153846154,1,0,0,0.08705008809620654
312,0.21901143905851478,0.9953558309483498,4,0.7380191693290735,1,0,0,0.08641023799126513
313,0.21708681223496185,0.9956113033149363,4,0.7356687898089171,1,0,0,0.08562186076759161
