cycle,timestamp,concept_error,concept_stability,concept_dim,self_model_accuracy,self_model_confidence,num_goals,goal_stability,goal_revisit_bias,meta_triggered,meta_diversity,behavior_pattern,action_taken,reward_received
65,2026-04-15T23:56:22.379878,0.25149122661576684,0.999792083965826,4,0.8939393939393939,0.8,0,0,0.09818413897831826,0,0.52554470286856,explore,0,0.7
66,2026-04-15T23:56:22.379891,0.2565729008037811,0.9997787091905664,4,0.8955223880597015,0.8,0,0,0.09757227192341866,0,0.5259234422715895,explore,0,0.7
67,2026-04-15T23:56:22.379904,0.2528150165321504,0.9997761949168543,4,0.8970588235294118,0.8,0,0,0.09739428242048455,0,0.5263015335899123,explore,0,0.7
68,2026-04-15T23:56:22.379918,0.2640697299522142,0.9997659864550392,4,0.8985507246376812,0.8,0,0,0.0973592275502371,0,0.5266789673712652,explore,0,0.7
69,2026-04-15T23:56:22.379931,0.24890356061106134,0.9997740443079031,4,0.9,0.8,0,0,0.1,0,0.5270557341798233,explore,0,0.7
70,2026-04-15T23:56:22.379942,0.25208060094140095,0.9997851402631232,4,0.9014084507042254,0.8,0,0,0.1,0,0.5274318245964361,explore,0,0.7
71,2026-04-15T23:56:22.379955,0.25554608740898643,0.9997934854720645,4,0.9027777777777778,0.8,0,0,0.1,0,0.5278072292188627,explore,0,0.7
72,2026-04-15T23:56:22.379967,0.2559835337686032,0.9997862955131279,4,0.9041095890410958,0.8,0,0,0.1,0,0.5281819386620072,explore,0,0.7
73,2026-04-15T23:56:22.379979,0.2463332083536361,0.9997875346984727,4,0.9054054054054054,0.8,0,0,0.1,0,0.5285559435581529,explore,0,0.7
74,2026-04-15T23:56:22.379991,0.23846230194054416,0.999807461621962,4,0.9066666666666666,0.8,0,0,0.09755597741225064,0,0.528929234557197,explore,0,0.7
75,2026-04-15T23:56:22.380004,0.25676148816795774,0.9998161907271385,4,0.9078947368421053,0.8,0,0,0.09750631109803627,0,0.5293018023268838,explore,0,0.7
76,2026-04-15T23:56:22.380018,0.2511536378995156,0.999806139555942,4,0.9090909090909091,0.8,0,0,0.09777810732695487,0,0.5296736375530386,explore,0,0.7
77,2026-04-15T23:56:22.380035,0.25057802932975937,0.999787682541098,4,0.9102564102564102,0.8,0,0,0.0971169253810714,0,0.5300447309398001,explore,0,0.7
78,2026-04-15T23:56:22.380049,0.2581493310724107,0.9997991057532767,4,0.9113924050632911,0.8,0,0,0.0977922838764452,0,0.5304150732098529,explore,0,0.7
79,2026-04-15T23:56:22.380062,0.25688449193476337,0.9997743971349224,4,0.9125,0.8,0,0,0.09737654770467503,0,0.5307846551046596,explore,0,0.7
80,2026-04-15T23:56:22.380074,0.2602583649344826,0.9997780125738621,4,0.9135802469135802,0.8,0,0,0.09767798097349019,0,0.531153467384692,explore,0,0.7
81,2026-04-15T23:56:22.380088,0.26526901482105414,0.9998044676281581,4,0.9146341463414634,0.8,0,0,0.0976586319089286,0,0.5315215008296624,explore,0,0.7
82,2026-04-15T23:56:22.380101,0.25368898866163875,0.9998089171402937,4,0.9156626506024096,0.8,0,0,0.0975365592558179,0,0.5318887462387538,explore,0,0.7
83,2026-04-15T23:56:22.380114,0.24703381344817632,0.9997953742947755,4,0.9166666666666666,0.8,0,0,0.09750041201818654,0,0.5322551944308501,explore,0,0.7
84,2026-04-15T23:56:22.380127,0.2523833766122996,0.999800179337432,4,0.9176470588235294,0.8,0,0,0.09709717415727455,0,0.5326208362447656,explore,0,0.7
85,2026-04-15T23:56:22.380140,0.25569120283791535,0.9998054917553502,4,0.9186046511627907,0.8,0,0,0.09733637890066076,0,0.532985662539474,explore,0,0.7
86,2026-04-15T23:56:22.380153,0.23912801323357474,0.9998208972006486,4,0.9195402298850575,0.8,0,0,0.09801178199056632,0,0.5333496641943368,explore,0,0.7
87,2026-04-15T23:56:22.380168,0.2552660739924184,0.9998274262290664,4,0.9204545454545454,0.8,0,0,0.09790876663592916,0,0.5337128321093318,explore,0,0.7
88,2026-04-15T23:56:22.380182,0.25851404152088514,0.9998269995104904,4,0.9213483146067416,0.8,0,0,0.0978808424691846,0,0.53407515720528,explore,0,0.7
89,2026-04-15T23:56:22.380195,0.2414009654389671,0.9998221934479037,4,0.9222222222222223,0.8,0,0,0.0976166549022191,0,0.5344366304240727,explore,0,0.7
90,2026-04-15T23:56:22.380208,0.23972426656012802,0.9997980645108528,4,0.9230769230769231,0.8,0,0,0.09647292263802505,0,0.5347972427288984,explore,0,0.7
91,2026-04-15T23:56:22.380221,0.2578066594263193,0.999801005915877,4,0.9239130434782609,0.8,0,0,0.09796779390035354,0,0.5351569851044683,explore,0,0.7
92,2026-04-15T23:56:22.380234,0.2437624127366924,0.9997859540938292,4,0.9247311827956989,0.8,0,0,0.09703682001365249,0,0.5355158485572415,explore,0,0.7
93,2026-04-15T23:56:22.380247,0.24081016628483246,0.9997824147786188,4,0.925531914893617,0.8,0,0,0.09730679734883027,0,0.5358738241156508,explore,0,0.7
94,2026-04-15T23:56:22.380288,0.2341185642636393,0.9997821200381691,4,0.9263157894736842,0.8,0,0,0.09661625906337816,0,0.5362309028303255,explore,0,0.7
95,2026-04-15T23:56:22.380311,0.24628755630116647,0.9997732583244946,4,0.9270833333333334,0.8,0,0,0.09769636423743781,0,0.5365870757743164,explore,0,0.7
96,2026-04-15T23:56:22.380326,0.25058259872302613,0.999782038809251,4,0.9278350515463918,0.8,0,0,0.09715076302142008,0,0.5369423340433186,explore,0,0.7
97,2026-04-15T23:56:22.380339,0.2470809625976729,0.999800904258968,4,0.9285714285714286,0.8,0,0,0.09815393922066368,0,0.5372966687558938,explore,0,0.7
98,2026-04-15T23:56:22.380352,0.22991375681174425,0.9998023066924783,4,0.9292929292929293,0.8,0,0,0.09777812591798524,0,0.5376500710536927,explore,0,0.7
99,2026-04-15T23:56:22.380365,0.25197903427594825,0.9998090447029607,4,0.93,0.8,0,0,0.09772979108561114,0,0.538002532101676,explore,0,0.7
100,2026-04-15T23:56:22.380378,0.24603515666702397,0.9989089620223477,4,0.9207920792079208,0.8,0,0,0.08588892839785223,0,0.5383540430883362,exploit,1,0.5
101,2026-04-15T23:56:22.380392,0.2489622865542403,0.9981568284215793,4,0.9117647058823529,0.8,0,0,0.08522675347426491,0,0.5387045952259168,exploit,1,0.5
102,2026-04-15T23:56:22.380406,0.23999885246724184,0.9973530526700916,4,0.9029126213592233,0.8,0,0,0.08601076663133274,0,0.5390541797506326,exploit,1,0.5
103,2026-04-15T23:56:22.380419,0.2501734805112403,0.9967895718340124,4,0.8942307692307693,0.8,0,0,0.08648836078277619,0,0.5394027879228886,exploit,1,0.5
104,2026-04-15T23:56:22.380433,0.24822323763385587,0.9960688247114571,4,0.8857142857142857,0.8,0,0,0.08590972840958531,0,0.5397504110274989,exploit,1,0.5
105,2026-04-15T23:56:22.380446,0.24835976008592908,0.9957025115672289,4,0.8773584905660378,0.8,0,0,0.08609134474543634,0,0.5400970403739038,exploit,1,0.5
106,2026-04-15T23:56:22.380459,0.2510935171977615,0.9953547824108928,4,0.8691588785046729,0.8,0,0,0.0868373950221368,0,0.5404426672963878,exploit,1,0.5
107,2026-04-15T23:56:22.380472,0.23796157769380677,0.9949555958555927,4,0.8611111111111112,0.8,0,0,0.08602562249529064,0,0.5407872831542957,exploit,1,0.5
108,2026-04-15T23:56:22.380486,0.23950921987063392,0.9947995692398797,4,0.8532110091743119,0.8,0,0,0.08700778643900281,0,0.541130879332249,exploit,1,0.5
109,2026-04-15T23:56:22.380499,0.24338017875566603,0.9947792226148013,4,0.8454545454545455,0.8,0,0,0.08692222196698769,0,0.5414734472403614,exploit,1,0.5
110,2026-04-15T23:56:22.380513,0.24815195233736362,0.994988917680628,4,0.8378378378378378,0.8,0,0,0.08610891071676416,0,0.5418149783144527,exploit,1,0.5
111,2026-04-15T23:56:22.380529,0.251978343473983,0.9949893978564324,4,0.8303571428571429,0.8,0,0,0.08569217165383075,0,0.5421554640162641,exploit,1,0.5
112,2026-04-15T23:56:22.380543,0.24553801113197965,0.9954224159034738,4,0.8230088495575221,0.8,0,0,0.08669119726816082,0,0.5424948958336707,exploit,1,0.5
113,2026-04-15T23:56:22.380556,0.24305578756604437,0.995670155042949,4,0.8157894736842105,0.8,0,0,0.08591348371957278,0,0.5428332652808947,exploit,1,0.5
114,2026-04-15T23:56:22.380590,0.24995724498499305,0.9960909536246857,4,0.808695652173913,0.8,0,0,0.08698125457837594,0,0.5431705638987175,exploit,1,0.5
115,2026-04-15T23:56:22.380605,0.24465375491475183,0.9967270065389885,4,0.8017241379310345,0.8,0,0,0.08601803554610929,0,0.5435067832546914,exploit,1,0.5
116,2026-04-15T23:56:22.380618,0.23118144575778,0.9972972798683972,4,0.7948717948717948,0.8,0,0,0.08596858100399524,0,0.5438419149433499,exploit,1,0.5
117,2026-04-15T23:56:22.380632,0.24233581958095524,0.9980363016740245,4,0.788135593220339,0.8,0,0,0.08566644490949762,0,0.5441759505864182,exploit,1,0.5
118,2026-04-15T23:56:22.380645,0.22865833276460293,0.9990560968209903,4,0.7815126050420168,0.8,0,0,0.08619746700696415,0,0.5445088818330227,exploit,1,0.5
119,2026-04-15T23:56:22.380659,0.24622351804954754,0.9997824466314906,4,0.775,0.8,0,0,0.08626088490857156,0,0.5448407003598995,exploit,1,0.5
120,2026-04-15T23:56:22.380672,0.24279493402379992,0.9997786899231061,4,0.768595041322314,0.8,0,0,0.0866821519721207,0,0.5451713978716028,exploit,1,0.5
121,2026-04-15T23:56:22.380685,0.2515035155610835,0.9997832093104814,4,0.7622950819672131,0.8,0,0,0.08593566600864841,0,0.545500966100712,exploit,1,0.5
122,2026-04-15T23:56:22.380703,0.25043254229924494,0.999784618123397,4,0.7560975609756098,0.8,0,0,0.08765432845903182,0,0.5458293968080385,exploit,1,0.5
123,2026-04-15T23:56:22.380717,0.24864858851730334,0.9997804134259796,4,0.75,0.8,0,0,0.08725703939774561,0,0.5461566817828317,exploit,1,0.5
124,2026-04-15T23:56:22.380730,0.23010343291984983,0.9998009305080187,4,0.744,0.8,0,0,0.08654503247725677,0,0.5464828128429844,exploit,1,0.5
125,2026-04-15T23:56:22.380743,0.24424074763702225,0.9998027832577013,4,0.7380952380952381,0.8,0,0,0.08608902148843613,0,0.5468077818352369,exploit,1,0.5
126,2026-04-15T23:56:22.380756,0.24857828315321737,0.9997863125545197,4,0.7322834645669292,0.8,0,0,0.08645413825111486,0,0.5471315806353816,exploit,1,0.5
127,2026-04-15T23:56:22.380770,0.24715502741975548,0.9998205135405545,4,0.7265625,0.8,0,0,0.08613809049774424,0,0.547454201148465,exploit,1,0.5
128,2026-04-15T23:56:22.380783,0.23511884275289016,0.9998176557518041,4,0.7209302325581395,0.8,0,0,0.08649022755505986,0,0.5477756353089913,exploit,1,0.5
129,2026-04-15T23:56:22.380796,0.23488652556582637,0.9998033643463241,4,0.7153846153846154,0.8,0,0,0.08629531835292613,0,0.5480958750811232,exploit,1,0.5
130,2026-04-15T23:56:22.380809,0.2443842480255003,0.9998311356507207,4,0.7099236641221374,0.8,0,0,0.08666012806573477,0,0.5484149124588832,exploit,1,0.5
131,2026-04-15T23:56:22.380822,0.2371304758557407,0.9997803409112311,4,0.7045454545454546,0.8,0,0,0.08641673020654202,0,0.5487327394663531,exploit,1,0.5
132,2026-04-15T23:56:22.380836,0.2505244405920747,0.9997818186306502,4,0.6992481203007519,0.8,0,0,0.08629133621123425,0,0.5490493481578747,exploit,1,0.5
133,2026-04-15T23:56:22.380849,0.23795152285920457,0.999768311486825,4,0.6940298507462687,0.8,0,0,0.08635919638317435,0,0.549364730618247,exploit,1,0.5
134,2026-04-15T23:56:22.380862,0.23619384765829543,0.999760173204569,4,0.6888888888888889,0.8,0,0,0.08645670935576495,0,0.5496788789629248,exploit,1,0.5
135,2026-04-15T23:56:22.380875,0.23727417003385765,0.9997673830086206,4,0.6838235294117647,0.8,0,0,0.08695256994794241,0,0.549991785338216,exploit,1,0.5
136,2026-04-15T23:56:22.380889,0.2389090787568896,0.9997700995416519,4,0.6788321167883211,0.8,0,0,0.08658465619535628,0,0.5503034419214775,exploit,1,0.5
137,2026-04-15T23:56:22.380902,0.24148168690421307,0.9997699665841349,4,0.6811594202898551,0.8,0,0,0.08690261744293026,0,0.5506138409213109,exploit,1,0.5
138,2026-04-15T23:56:22.380915,0.236670745352495,0.9997636470430599,4,0.6834532374100719,0.8,0,0,0.08712163099221844,0,0.5509229745777574,exploit,1,0.5
139,2026-04-15T23:56:22.380928,0.24879251691227858,0.9997614053996198,4,0.6857142857142857,0.8,0,0,0.0857065442859094,0,0.5512308351624917,exploit,1,0.5
140,2026-04-15T23:56:22.380942,0.23551419708781549,0.9997584630957967,4,0.6879432624113475,0.8,0,0,0.08611945552357456,0,0.5515374149790153,exploit,1,0.5
141,2026-04-15T23:56:22.380955,0.23981405491807856,0.9997602986402212,4,0.6901408450704225,0.8,0,0,0.08652355753121743,0,0.5518427063628486,exploit,1,0.5
142,2026-04-15T23:56:22.380969,0.24421600225235357,0.999758156933424,4,0.6923076923076923,0.8,0,0,0.0863559441518677,0,0.552146701681723,exploit,1,0.5
143,2026-04-15T23:56:22.380982,0.24470010123705455,0.9997419628986701,4,0.6944444444444444,0.8,0,0,0.08616816066511293,0,0.5524493933357713,exploit,1,0.5
144,2026-04-15T23:56:22.380995,0.2272142878356371,0.9997458328375531,4,0.696551724137931,0.8,0,0,0.08669881652036282,0,0.5527507737577179,exploit,1,0.5
145,2026-04-15T23:56:22.381008,0.23674598365726254,0.9997503414951722,4,0.6986301369863014,0.8,0,0,0.08607833554245015,0,0.553050835413068,exploit,1,0.5
146,2026-04-15T23:56:22.381025,0.24038421427882745,0.999776534964285,4,0.7006802721088435,0.8,0,0,0.08743066493395503,0,0.5533495708002958,exploit,1,0.5
147,2026-04-15T23:56:22.381039,0.23899002137165937,0.9997793202386688,4,0.7027027027027027,0.8,0,0,0.08726684403421468,0,0.5536469724510323,exploit,1,0.5
148,2026-04-15T23:56:22.381052,0.23475380107579738,0.9997805143317434,4,0.7046979865771812,0.8,0,0,0.08636131521183792,0,0.5539430329302516,exploit,1,0.5
149,2026-04-15T23:56:22.381066,0.227736573903699,0.9997931582954581,4,0.7066666666666667,0.8,0,0,0.08597142212133654,0,0.5542377448364572,exploit,1,0.5
150,2026-04-15T23:56:22.381079,0.23699355648148515,0.9997890378397641,4,0.7086092715231788,0.8,0,0,0.08666149891120604,0,0.5545311008018667,exploit,1,0.5
151,2026-04-15T23:56:22.381092,0.24932103363755026,0.9998549865774681,4,0.7105263157894737,0.8,0,0,0.08582405050497342,0,0.5548230934925964,exploit,1,0.5
152,2026-04-15T23:56:22.381106,0.2405714152013526,0.9998643179422181,4,0.7124183006535948,0.8,0,0,0.0864868832368685,0,0.5551137156088441,exploit,1,0.5
153,2026-04-15T23:56:22.381119,0.2528793983028213,0.9998540800037375,4,0.7142857142857143,0.8,0,0,0.08633778935150192,0,0.5554029598850722,exploit,1,0.5
154,2026-04-15T23:56:22.381132,0.2465522240171239,0.999865057023727,4,0.7161290322580646,0.8,0,0,0.08722340052691371,0,0.5556908190901886,exploit,1,0.5
155,2026-04-15T23:56:22.381145,0.24203964540082995,0.9998712088487847,4,0.717948717948718,0.8,0,0,0.08652625250791926,0,0.5559772860277283,exploit,1,0.5
156,2026-04-15T23:56:22.381159,0.23618276543541084,0.999847972351332,4,0.7197452229299363,0.8,0,0,0.08588573977489233,0,0.5562623535360328,exploit,1,0.5
157,2026-04-15T23:56:22.381172,0.23078834845047858,0.999837149907182,4,0.7215189873417721,0.8,0,0,0.08674423332873364,0,0.5565460144884293,exploit,1,0.5
158,2026-04-15T23:56:22.381185,0.24354896311571944,0.99983406231738,4,0.7232704402515723,0.8,0,0,0.08662734494720287,0,0.5568282617934086,exploit,1,0.5
159,2026-04-15T23:56:22.381199,0.2387572859303065,0.9998221558597369,4,0.725,0.8,0,0,0.08603234837496437,0,0.557109088394803,exploit,1,0.5
160,2026-04-15T23:56:22.381211,0.24598702650132254,0.999821434205485,4,0.7267080745341615,0.8,0,0,0.08666603265976883,0,0.5573884872719619,exploit,1,0.5
161,2026-04-15T23:56:22.381224,0.22813595718870702,0.9997887384408419,4,0.7283950617283951,0.8,0,0,0.08598850831911073,0,0.5576664514399279,exploit,1,0.5
162,2026-04-15T23:56:22.381238,0.2432264667329314,0.9997785302494444,4,0.7300613496932515,0.8,0,0,0.08638636608818229,0,0.5579429739496115,exploit,1,0.5
163,2026-04-15T23:56:22.381264,0.24078368512124917,0.9998031059969086,4,0.7317073170731707,0.8,0,0,0.08605436698655744,0,0.558218047887964,exploit,1,0.5
164,2026-04-15T23:56:22.381287,0.23644498156146598,0.9998045328573352,4,0.7333333333333333,0.8,0,0,0.08629241548047324,0,0.5584916663781517,exploit,1,0.5
165,2026-04-15T23:56:22.381306,0.2405239376919186,0.9997915827591081,4,0.7349397590361446,0.8,0,0,0.08690098081383683,0,0.5587638225797263,exploit,1,0.5
166,2026-04-15T23:56:22.381326,0.22466344100912677,0.9997924714500629,4,0.7365269461077845,0.8,0,0,0.08652777504200489,0,0.559034509688797,exploit,1,0.5
167,2026-04-15T23:56:22.381359,0.23297678311391765,0.9997708347477586,4,0.7380952380952381,0.8,0,0,0.08582601854945769,0,0.5593037209382002,exploit,1,0.5
168,2026-04-15T23:56:22.381373,0.23158455181451812,0.9997495347808644,4,0.7396449704142012,0.8,0,0,0.08756041635377733,0,0.5595714495976688,exploit,1,0.5
